,id,host_since,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,has_cancelled,extra_cost_security,extra_cost_cleaning,mrt_dist,interchange,identity_manual,kba,phone,sesame_offline,google,selfie,government_id,facebook,zhima_selfie,manual_online,manual_offline,work_email,email,offline_government_id,reviews,jumio,weibo,sesame,verify_count,Bathtub,Gym,Dog(s),Airconditioning,EVcharger,Safetycard,Laptopfriendlyworkspace,Well-litpathtoentrance,Coffeemaker,Washer,Bedlinens,Highchair,TV,Other,Babymonitor,Essentials,Keypad,Hottub,Privatelivingroom,Changingtable,Kitchen,Wifi,Elevator,Outletcovers,Beachfront,Wideentryway,Iron,Petsliveonthisproperty,Cookingbasics,Smartlock,Singlelevelhome,Wheelchairaccessible,Babybath,Wideclearancetoshower,Beachessentials,toilet,Crib,Buzzer/wirelessintercom,Luggagedropoffallowed,Showergel,Extraspacearoundbed,Step-freeshower,Petsallowed,Groundflooraccess,Tablecornerguards,Electricprofilingbed,Privateentrance,Hotwater,Pocketwifi,Oven,Flatpathtoguestentrance,Smokedetector,Breadmaker,Handheldshowerhead,Otherpet(s),Dishesandsilverware,Microwave,Windowguards,Dishwasher,Lockonbedroomdoor,Stove,Indoorfireplace,Paidparkingoffpremises,Freeparkingonpremises,Fixedgrabbarsfortoilet,Kitchenette,Paidparkingonpremises,Lakeaccess,Disabledparkingspot,Stairgates,Hangers,Firstaidkit,Ethernetconnection,Breakfast,PacknPlay_travelcrib,Bathtubwithbathchair,Fireplaceguards,Firmmattress,Waterfront,Gameconsole,Poolwithpoolhoist,Family/kidfriendly,Showerchair,Widedoorwaytoguestbathroom,Accessible-heightbed,Hostgreetsyou,Suitableforevents,Childrensbooksandtoys,Hotwaterkettle,Shampoo,Pool,Wideentranceforguests,Fullkitchen,CableTV,Babysitterrecommendations,Buildingstaff,Cat(s),Smokingallowed,Trashcan,Gardenorbackyard,Dryer,Nostairsorstepstoenter,Freestreetparking,Fixedgrabbarsforshower,Lockbox,Airpurifier,Room-darkeningshades,Cleaningbeforecheckout,Heating,Carbonmonoxidedetector,Extrapillowsandblankets,Wideentrance,Hairdryer,Accessible-heighttoilet,Mobilehoist,Longtermstaysallowed,Privatebathroom,Selfcheck-in,BBQgrill,Fireextinguisher,Widehallways,Patioorbalcony,Doorman,Childrensdinnerware,Internet,Refrigerator,24-hourcheck-in,amenity_count
1550,13756029,1297.0,3,93.048032936871,0.0,1.0,1.0,0.0,Western Water Catchment,West Region,1,House,Entire home/apt,6,1.0,1.0,1.0,Real Bed,60.0,0.0,0.0,1,0.0,180,1125,29,59,89,364,0,1,flexible,0,0,1,1,0,0,1,0,0,63.204,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
4257,28346551,477.0,3,93.048032936871,0.0,1.0,1.0,0.0,Lim Chu Kang,North Region,1,Farm stay,Shared room,4,1.0,1.0,4.0,Real Bed,65.0,138.0,0.0,1,40.0,2,500,30,60,90,365,0,0,flexible,0,0,1,0,0,1,0,1,0,1080.743,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13
7530,40301006,337.0,3,100.0,0.0,52.0,1.0,0.0,Orchard,Central Region,0,Serviced apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,541.0,0.0,68.0,2,135.0,3,1125,29,59,89,364,0,0,strict_14_with_grace_period,0,0,56,55,0,0,0,0,1,964.728,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,4,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,19
7691,40680808,1160.0,3,93.0,0.0,50.0,1.0,0.0,Queenstown,Central Region,1,Condominium,Entire home/apt,3,1.0,2.0,2.0,Real Bed,271.0,0.0,0.0,1,0.0,3,1125,25,55,85,360,0,0,flexible,0,0,50,44,6,0,0,0,0,689.754,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,7,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
7692,40681844,1160.0,3,93.0,0.0,50.0,1.0,0.0,Bukit Merah,Central Region,0,Serviced apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,135.0,0.0,0.0,1,0.0,3,1125,0,0,0,0,0,0,strict_14_with_grace_period,0,0,50,44,6,0,0,0,0,683.821,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,7,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,24
7693,40682496,746.0,3,88.0,0.0,1.0,1.0,0.0,Hougang,North-East Region,0,House,Private room,2,1.5,1.0,1.0,Real Bed,120.0,0.0,0.0,1,0.0,2,1125,23,53,57,57,0,1,moderate,0,0,1,0,1,0,0,0,0,928.963,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
7694,40683799,2008.0,3,100.0,1.0,0.0,1.0,1.0,Marine Parade,Central Region,1,Condominium,Entire home/apt,6,1.0,2.0,3.0,Real Bed,184.0,300.0,49.0,1,20.0,7,1125,7,36,66,157,0,1,strict_14_with_grace_period,0,0,10,10,0,0,0,1,1,630.084,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,8,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,48
7697,40685149,765.0,2,77.0,0.0,3.0,1.0,0.0,Kallang,Central Region,1,Condominium,Entire home/apt,6,2.5,3.0,3.0,Real Bed,188.0,200.0,30.0,4,38.0,5,1125,0,0,0,235,0,0,moderate,0,0,42,41,1,0,0,1,1,1224.274,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,6,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
7702,40686601,1659.0,3,97.0,0.0,30.0,1.0,0.0,Kallang,Central Region,1,Condominium,Entire home/apt,6,2.5,3.0,6.0,Real Bed,300.0,300.0,25.0,4,15.0,5,1125,0,0,0,235,0,0,strict_14_with_grace_period,0,0,86,81,0,0,0,1,1,398.734,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,5,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27
7703,40687669,50.0,3,100.0,0.0,12.0,1.0,0.0,Marina South,Central Region,0,Hotel,Private room,2,1.0,1.0,1.0,Real Bed,446.0,0.0,0.0,1,0.0,1,1125,28,55,85,176,0,1,flexible,0,0,12,0,12,0,0,0,0,285.236,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,7,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
7705,40689686,86.0,3,88.0,0.0,2.0,1.0,0.0,Central Water Catchment,North Region,0,Apartment,Entire home/apt,15,2.0,4.0,5.0,Real Bed,410.0,200.0,50.0,7,20.0,2,1125,26,56,86,87,0,1,flexible,0,0,2,2,0,0,0,1,1,350.805,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
7710,40691226,1715.0,3,100.0,0.0,115.0,1.0,0.0,Kallang,Central Region,1,Condominium,Entire home/apt,6,2.0,3.0,3.0,Real Bed,170.0,0.0,0.0,1,0.0,5,1125,0,0,0,269,0,0,strict_14_with_grace_period,0,0,104,68,0,0,0,0,0,968.861,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,8,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
7713,40692679,1358.0,3,100.0,1.0,376.0,1.0,0.0,Downtown Core,Central Region,1,Condominium,Entire home/apt,3,2.0,2.0,2.0,Real Bed,189.0,0.0,50.0,1,30.0,30,1125,0,24,54,329,0,1,strict_14_with_grace_period,0,0,315,310,0,0,0,0,1,191.279,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,5,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,25
7720,40711921,432.0,2,90.0,0.0,11.0,1.0,0.0,Geylang,Central Region,1,Condominium,Entire home/apt,9,3.0,3.0,5.0,Real Bed,268.0,300.0,40.0,6,15.0,3,1125,8,27,57,329,0,1,strict_14_with_grace_period,0,0,28,28,0,0,0,1,1,34.943,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,6,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,33
7721,40712093,1716.0,3,100.0,0.0,1.0,1.0,0.0,Jurong West,West Region,0,Condominium,Private room,2,1.5,1.0,1.0,Real Bed,99.0,0.0,0.0,1,0.0,1,1125,2,20,50,231,1,1,strict_14_with_grace_period,0,0,2,0,2,0,0,0,0,918.638,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,6,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,29
7723,40712401,18.0,1,62.0,0.0,0.0,1.0,0.0,Geylang,Central Region,1,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,89.0,150.0,30.0,1,0.0,2,1125,27,57,87,178,0,1,strict_14_with_grace_period,0,0,1,0,1,0,0,1,1,93.108,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
7727,40715458,1160.0,3,93.0,0.0,50.0,1.0,0.0,Bukit Merah,Central Region,0,Serviced apartment,Private room,2,1.0,1.0,1.0,Real Bed,135.0,0.0,0.0,1,0.0,3,1125,27,57,87,362,0,0,strict_14_with_grace_period,0,0,50,44,6,0,1,0,0,949.513,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,7,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,23
7731,40723858,18.0,2,67.0,0.0,1.0,1.0,0.0,Bishan,Central Region,0,Apartment,Private room,6,4.5,3.0,3.0,Real Bed,55.0,193.0,12.0,1,0.0,8,100,25,31,50,51,0,1,flexible,0,0,1,0,1,0,0,1,1,1079.989,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20
7732,40733550,194.0,3,100.0,0.0,2.0,1.0,0.0,Downtown Core,Central Region,1,Apartment,Private room,1,1.5,1.0,1.0,Real Bed,74.0,0.0,0.0,1,15.0,2,90,6,27,57,123,1,1,moderate,0,0,2,0,2,0,0,0,0,959.461,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,24
7733,40734196,1160.0,3,93.0,0.0,50.0,1.0,0.0,Bukit Merah,Central Region,1,Condominium,Entire home/apt,3,1.0,2.0,2.0,Real Bed,256.0,0.0,0.0,1,0.0,3,1125,27,57,87,362,0,0,flexible,0,0,50,44,6,0,0,0,0,402.474,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,7,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
7734,40736310,356.0,3,100.0,0.0,22.0,1.0,0.0,Rochor,Central Region,0,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,147.0,0.0,30.0,1,0.0,3,1120,2,20,50,321,0,1,strict_14_with_grace_period,0,0,42,42,0,0,0,0,1,174.469,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
7735,40742134,2070.0,3,99.0,0.0,16.0,1.0,0.0,Bukit Merah,Central Region,0,Serviced apartment,Entire home/apt,6,2.0,2.0,2.0,Real Bed,168.0,200.0,0.0,2,168.0,3,1125,26,56,86,361,0,1,strict_14_with_grace_period,0,0,7,5,2,0,0,1,0,590.766,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,6,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,25
7736,40742257,499.0,3,96.0,0.0,156.0,1.0,0.0,Geylang,Central Region,1,Condominium,Entire home/apt,6,2.0,3.0,2.0,Real Bed,277.0,250.0,35.0,6,20.0,15,1125,30,60,90,365,0,0,strict_14_with_grace_period,0,0,162,147,0,0,0,1,1,141.153,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,26
7737,40743132,165.0,1,50.0,1.0,3.0,1.0,0.0,Bedok,East Region,0,Villa,Entire home/apt,12,3.0,4.0,8.0,Real Bed,1000.0,0.0,120.0,10,50.0,3,1125,20,49,79,80,0,1,moderate,0,0,1,1,0,0,1,0,1,2320.211,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,7,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,22
7738,40745871,890.0,3,100.0,0.0,5.0,1.0,0.0,Outram,Central Region,0,Serviced apartment,Entire home/apt,8,2.0,2.0,2.0,Real Bed,168.0,200.0,0.0,2,168.0,3,1125,25,55,85,360,0,1,strict_14_with_grace_period,0,0,5,5,0,0,1,1,0,2301.774,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,7,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12
7739,40748069,1160.0,3,93.0,0.0,50.0,1.0,0.0,Bukit Merah,Central Region,0,Serviced apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,135.0,0.0,0.0,1,0.0,3,1125,27,57,87,362,0,0,strict_14_with_grace_period,0,0,50,44,6,0,0,0,0,2305.623,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,7,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,23
7740,40748133,1160.0,3,93.0,0.0,50.0,1.0,0.0,Bukit Merah,Central Region,0,Serviced apartment,Private room,2,1.0,1.0,1.0,Real Bed,135.0,0.0,0.0,1,0.0,3,1125,25,55,85,360,0,0,flexible,0,0,50,44,6,0,1,0,0,151.142,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,7,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,23
7741,40755600,1644.0,2,100.0,0.0,2.0,1.0,1.0,Kallang,Central Region,1,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,91.0,0.0,0.0,1,0.0,1,1125,11,41,71,162,0,0,flexible,0,0,2,0,2,0,0,0,0,484.479,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,6,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,32
