,id,host_since,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,has_cancelled,extra_cost_security,extra_cost_cleaning,mrt_dist,interchange,identity_manual,kba,phone,sesame_offline,google,selfie,government_id,facebook,zhima_selfie,manual_online,manual_offline,work_email,email,offline_government_id,reviews,jumio,weibo,sesame,verify_count,Bathtub,Gym,Dog(s),Airconditioning,EVcharger,Safetycard,Laptopfriendlyworkspace,Well-litpathtoentrance,Coffeemaker,Washer,Bedlinens,Highchair,TV,Other,Babymonitor,Essentials,Keypad,Hottub,Privatelivingroom,Changingtable,Kitchen,Wifi,Elevator,Outletcovers,Beachfront,Wideentryway,Iron,Petsliveonthisproperty,Cookingbasics,Smartlock,Singlelevelhome,Wheelchairaccessible,Babybath,Wideclearancetoshower,Beachessentials,toilet,Crib,Buzzer/wirelessintercom,Luggagedropoffallowed,Showergel,Extraspacearoundbed,Step-freeshower,Petsallowed,Groundflooraccess,Tablecornerguards,Electricprofilingbed,Privateentrance,Hotwater,Pocketwifi,Oven,Flatpathtoguestentrance,Smokedetector,Breadmaker,Handheldshowerhead,Otherpet(s),Dishesandsilverware,Microwave,Windowguards,Dishwasher,Lockonbedroomdoor,Stove,Indoorfireplace,Paidparkingoffpremises,Freeparkingonpremises,Fixedgrabbarsfortoilet,Kitchenette,Paidparkingonpremises,Lakeaccess,Disabledparkingspot,Stairgates,Hangers,Firstaidkit,Ethernetconnection,Breakfast,PacknPlay_travelcrib,Bathtubwithbathchair,Fireplaceguards,Firmmattress,Waterfront,Gameconsole,Poolwithpoolhoist,Family/kidfriendly,Showerchair,Widedoorwaytoguestbathroom,Accessible-heightbed,Hostgreetsyou,Suitableforevents,Childrensbooksandtoys,Hotwaterkettle,Shampoo,Pool,Wideentranceforguests,Fullkitchen,CableTV,Babysitterrecommendations,Buildingstaff,Cat(s),Smokingallowed,Trashcan,Gardenorbackyard,Dryer,Nostairsorstepstoenter,Freestreetparking,Fixedgrabbarsforshower,Lockbox,Airpurifier,Room-darkeningshades,Cleaningbeforecheckout,Heating,Carbonmonoxidedetector,Extrapillowsandblankets,Wideentrance,Hairdryer,Accessible-heighttoilet,Mobilehoist,Longtermstaysallowed,Privatebathroom,Selfcheck-in,BBQgrill,Fireextinguisher,Widehallways,Patioorbalcony,Doorman,Childrensdinnerware,Internet,Refrigerator,24-hourcheck-in,amenity_count
1260,11660178,1850.0,3,100.0,0.0,24.0,1.0,1.0,Bedok,East Region,0,House,Private room,4,1.0,1.0,2.0,Real Bed,198.0,200.0,30.0,2,20.0,3,1125,13,42,72,347,1,0,strict_14_with_grace_period,0,0,23,0,23,0,0,1,1,572.705,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,6,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23
1261,11664911,1391.0,3,93.048032936871,0.0,1.0,1.0,1.0,Singapore River,Central Region,1,Apartment,Entire home/apt,5,3.0,3.0,2.0,Real Bed,200.0,0.0,25.0,1,0.0,1,1125,0,0,0,0,1,0,flexible,0,0,1,1,0,0,0,0,1,490.486,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,6,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16
1262,11671761,1534.0,3,96.0,0.0,30.0,1.0,0.0,River Valley,Central Region,1,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,88.0,140.0,0.0,2,18.0,2,1125,4,27,44,319,1,1,strict_14_with_grace_period,0,0,30,13,16,0,0,1,0,622.077,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,7,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,38
1263,11679272,1850.0,3,100.0,0.0,24.0,1.0,1.0,Bedok,East Region,1,House,Private room,2,1.0,1.0,1.0,Real Bed,180.0,200.0,30.0,2,0.0,3,1125,18,46,76,351,0,0,strict_14_with_grace_period,0,0,23,0,23,0,0,1,1,459.29,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,6,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24
1264,11679463,1850.0,3,100.0,0.0,24.0,1.0,1.0,Bedok,East Region,1,House,Private room,3,1.0,1.0,1.0,Real Bed,170.0,199.0,30.0,2,20.0,3,1125,14,43,73,348,1,0,strict_14_with_grace_period,0,0,23,0,23,0,0,1,1,737.438,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,6,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24
1265,11687045,1534.0,3,96.0,0.0,30.0,1.0,0.0,River Valley,Central Region,1,Apartment,Entire home/apt,5,1.0,1.0,3.0,Real Bed,160.0,150.0,0.0,4,18.0,2,1125,2,11,24,296,1,0,strict_14_with_grace_period,0,0,30,13,16,0,0,1,0,583.026,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,7,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,37
1266,11702230,1389.0,3,93.048032936871,0.0,1.0,1.0,0.0,Bedok,East Region,0,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,50.0,0.0,0.0,1,0.0,2,1125,0,0,0,0,0,0,flexible,0,0,1,0,1,0,0,0,0,588.023,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,19
1267,11705653,1389.0,3,93.048032936871,0.0,1.0,1.0,1.0,Queenstown,Central Region,1,Condominium,Entire home/apt,3,1.5,1.0,1.0,Real Bed,130.0,500.0,15.0,2,0.0,6,1125,0,0,0,47,0,0,moderate,0,0,1,1,0,0,0,1,1,643.908,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,8,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
1268,11711679,2047.0,3,93.048032936871,0.0,1.0,1.0,0.0,Bukit Merah,Central Region,1,Condominium,Private room,1,1.0,1.0,1.0,Real Bed,55.0,0.0,0.0,1,0.0,3,1125,0,0,0,0,0,0,moderate,0,0,1,0,1,0,0,0,0,581.268,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,10,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,19
1269,11713420,2508.0,3,93.048032936871,0.0,1.0,1.0,0.0,Novena,Central Region,1,Condominium,Entire home/apt,2,1.0,0.0,1.0,Real Bed,100.0,0.0,0.0,1,0.0,1,1125,0,0,0,0,0,0,flexible,0,0,1,1,0,0,0,0,0,141.215,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18
1270,11713539,1393.0,3,98.0,0.0,27.0,1.0,0.0,River Valley,Central Region,1,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,91.0,150.0,0.0,2,18.0,2,1125,14,44,74,349,1,1,strict_14_with_grace_period,0,0,29,16,11,0,0,1,0,718.97,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,6,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,31
1271,11721403,2922.0,3,93.048032936871,0.0,1.0,1.0,1.0,Punggol,North-East Region,0,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,280.0,0.0,0.0,1,0.0,1,1125,0,0,0,0,0,0,flexible,0,0,1,1,0,0,0,0,0,669.498,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,6,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,20
1274,11744531,1392.0,1,50.0,0.0,5.0,1.0,0.0,Outram,Central Region,1,Bed and breakfast,Private room,6,0.5,1.0,6.0,Real Bed,229.0,0.0,0.0,1,0.0,1,1125,25,55,85,181,0,0,flexible,0,0,5,0,3,0,0,0,0,389.314,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,17
1275,11747097,1578.0,3,93.048032936871,0.0,1.0,1.0,1.0,Pasir Ris,East Region,0,Apartment,Entire home/apt,5,3.0,3.0,4.0,Real Bed,189.0,300.0,40.0,4,0.0,14,1125,0,0,0,0,1,0,strict_14_with_grace_period,0,0,1,1,0,0,1,1,1,622.397,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,5,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21
1276,11747584,1387.0,3,90.0,1.0,1.0,1.0,1.0,Queenstown,Central Region,1,Loft,Entire home/apt,4,1.0,1.0,1.0,Real Bed,200.0,200.0,60.0,1,0.0,30,1124,7,37,67,248,1,0,strict_14_with_grace_period,0,0,1,1,0,0,0,1,1,896.3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,5,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,28
1277,11750389,1432.0,3,100.0,1.0,2.0,1.0,1.0,Kallang,Central Region,0,Townhouse,Private room,3,2.0,1.0,3.0,Real Bed,83.0,0.0,20.0,1,0.0,2,1125,0,0,0,0,1,1,strict_14_with_grace_period,0,0,2,0,2,0,0,0,1,346.865,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,5,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,23
1278,11760026,1672.0,1,100.0,0.0,5.0,1.0,1.0,Queenstown,Central Region,0,Apartment,Private room,2,3.0,1.0,1.0,Real Bed,51.0,150.0,0.0,1,0.0,90,180,1,1,1,1,1,0,strict_14_with_grace_period,0,0,3,1,2,0,0,1,0,199.153,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,8,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18
1279,11765634,1386.0,3,93.048032936871,0.0,1.0,1.0,0.0,Kallang,Central Region,1,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,238.0,0.0,0.0,1,0.0,1,1125,0,0,0,0,0,0,flexible,0,0,1,0,1,0,0,0,0,210.782,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,18
1280,11778273,2325.0,2,98.0,0.0,9.0,1.0,0.0,Geylang,Central Region,1,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,60.0,200.0,50.0,1,15.0,5,1125,8,26,50,325,1,1,strict_14_with_grace_period,0,0,9,1,8,0,0,1,1,524.047,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,8,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,21
1281,11781174,1601.0,2,100.0,1.0,14.0,1.0,1.0,Queenstown,Central Region,1,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,135.0,300.0,65.0,1,0.0,90,1125,1,1,1,1,1,0,strict_14_with_grace_period,0,0,9,9,0,0,0,1,1,277.008,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,6,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,25
1282,11801190,2224.0,3,99.0,0.0,43.0,1.0,0.0,River Valley,Central Region,1,Apartment,Private room,4,1.0,1.0,1.0,Real Bed,91.0,135.0,0.0,2,15.0,1,1125,14,36,61,329,1,0,strict_14_with_grace_period,0,0,45,25,15,0,0,1,0,277.748,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,30
1283,11817134,2378.0,2,78.0,0.0,12.0,1.0,0.0,Outram,Central Region,1,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,133.0,300.0,30.0,1,0.0,2,1125,14,42,72,347,1,0,strict_14_with_grace_period,0,0,11,10,1,0,1,1,1,180.445,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,7,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,26
1284,11839854,2054.0,2,100.0,0.0,14.0,1.0,1.0,Kallang,Central Region,1,Loft,Private room,2,4.0,1.0,1.0,Real Bed,69.0,0.0,25.0,1,10.0,90,1125,0,0,17,292,1,0,moderate,0,0,13,0,13,0,0,0,1,258.558,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,5,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,19
1285,11863888,2378.0,2,78.0,0.0,12.0,1.0,0.0,Outram,Central Region,1,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,135.0,300.0,30.0,1,0.0,2,1125,20,50,80,355,1,0,strict_14_with_grace_period,0,0,11,10,1,0,0,1,1,157.461,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,7,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,27
1286,11864366,2311.0,3,100.0,0.0,40.0,1.0,0.0,Newton,Central Region,1,Serviced apartment,Entire home/apt,7,2.0,2.0,4.0,Real Bed,399.0,200.0,0.0,5,40.0,2,1125,3,11,33,283,1,1,strict_14_with_grace_period,0,0,37,37,0,0,0,1,0,298.153,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,5,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18
1287,11865064,2311.0,3,100.0,0.0,40.0,1.0,0.0,River Valley,Central Region,1,Apartment,Entire home/apt,7,2.0,2.0,4.0,Real Bed,321.0,200.0,50.0,5,40.0,2,1125,18,47,77,352,1,0,strict_14_with_grace_period,0,0,37,37,0,0,0,1,1,704.421,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,5,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,16
1288,11865360,2378.0,2,78.0,0.0,12.0,1.0,0.0,Outram,Central Region,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,115.0,300.0,30.0,1,0.0,2,1125,7,24,54,329,1,0,strict_14_with_grace_period,0,0,11,10,1,0,1,1,1,632.366,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,7,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,26
1289,11875596,1381.0,2,96.0,0.0,3.0,1.0,0.0,Sungei Kadut,North Region,0,House,Private room,6,3.0,1.0,3.0,Real Bed,49.0,0.0,0.0,1,25.0,1,1125,13,19,30,305,1,0,moderate,0,0,4,0,4,0,1,0,0,357.958,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,7,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,34
